City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
214,Dharchula,IN,29.85,80.5333,43.02,85,88,4.43,overcast clouds
215,Birobidzhan,RU,48.8,132.95,-9.13,100,97,0.92,overcast clouds
216,Garden City,US,42.3256,-83.331,22.98,60,0,3.0,clear sky
217,Atakpame,TG,7.5333,1.1333,92.79,10,8,4.34,clear sky
218,Marsh Harbour,BS,26.5412,-77.0636,68.9,59,87,4.05,overcast clouds
219,Te Anau,NZ,-45.4167,167.7167,45.63,91,7,0.58,clear sky
220,Mahebourg,MU,-20.4081,57.7,79.09,65,40,14.97,scattered clouds
221,Churapcha,RU,62.0025,132.4325,-31.16,100,98,2.59,overcast clouds
222,Constantine,DZ,36.365,6.6147,51.21,50,20,9.22,few clouds
223,Ponta Do Sol,PT,32.6667,-17.1,61.43,71,63,9.13,broken clouds
224,Preeceville,CA,51.95,-102.6677,-14.19,92,5,6.69,clear sky
225,Tombouctou,ML,20.0,-3.0,77.65,11,99,12.21,overcast clouds
226,Vao,NC,-22.6667,167.4833,76.53,70,100,6.78,overcast clouds
227,Los Andes,CL,-32.8337,-70.5983,86.02,23,0,7.83,clear sky
228,Tiruchchendur,IN,8.4833,78.1167,78.62,74,96,8.5,overcast clouds
229,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,76,66,4.99,broken clouds
230,Sakakah,SA,29.9697,40.2064,52.43,35,0,10.78,clear sky
231,Jackson,US,42.4165,-122.8345,45.0,86,0,0.0,clear sky
232,Portland,US,45.5234,-122.6762,43.2,81,40,1.01,mist
233,Jamame,SO,0.0722,42.7506,76.89,79,12,15.5,few clouds
234,Progreso,MX,21.2833,-89.6667,86.11,60,77,4.7,broken clouds
235,Dikson,RU,73.5069,80.5464,11.25,92,100,35.08,light snow
236,Belen,TR,36.4891,36.2233,32.14,87,75,14.97,light rain
237,Avera,US,33.194,-82.5271,60.67,64,100,7.45,overcast clouds
238,Saint-Georges,GD,12.0564,-61.7485,80.64,61,26,12.62,scattered clouds
239,Leh,IN,34.1667,77.5833,-6.09,84,38,2.95,scattered clouds
240,Adrar,MR,20.5022,-10.0711,81.1,11,96,6.89,overcast clouds
241,Rabo De Peixe,PT,37.8,-25.5833,62.28,94,75,10.36,broken clouds
242,Saint-Francois,FR,46.4154,3.9054,37.67,93,0,2.3,clear sky
243,Daman,IN,20.4167,72.85,67.35,56,0,10.31,clear sky
244,San Jose,US,37.3394,-121.895,54.55,84,100,0.0,mist
245,Biltine,TD,14.5333,20.9167,79.9,14,43,10.07,scattered clouds
246,Natal,BR,-5.795,-35.2094,86.65,58,20,8.05,few clouds
247,Turukhansk,RU,65.8167,87.9833,-16.67,100,83,6.26,broken clouds
248,Cap Malheureux,MU,-19.9842,57.6142,79.29,68,61,7.0,broken clouds
249,Nanga Eboko,CM,4.6833,12.3667,83.57,22,60,1.28,broken clouds
250,Verkhoyansk,RU,67.5447,133.385,-13.81,99,100,2.1,overcast clouds
251,Saint-Pierre,RE,-21.3393,55.4781,76.64,64,20,8.05,few clouds
252,Kavieng,PG,-2.5744,150.7967,82.69,74,75,9.26,broken clouds
253,Selma,US,36.5708,-119.6121,47.21,66,0,0.69,clear sky
254,Olkhovka,RU,53.2115,60.6069,2.14,81,10,6.15,clear sky
255,Mbour,SN,14.422,-16.9638,94.05,18,100,12.24,overcast clouds
256,Beringovskiy,RU,63.05,179.3167,-26.23,91,60,2.89,broken clouds
257,Wagar,SD,16.1525,36.2032,78.35,44,46,17.49,scattered clouds
258,Havre-Saint-Pierre,CA,50.2334,-63.5986,13.78,74,100,7.78,overcast clouds
259,Sibolga,ID,1.7427,98.7792,76.33,92,100,3.13,overcast clouds
260,Tigil,RU,57.8,158.6667,-20.07,100,87,1.45,overcast clouds
261,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,13.93,85,79,4.03,broken clouds
262,Sur,OM,22.5667,59.5289,70.39,61,4,11.25,clear sky
263,Mareeba,AU,-17.0,145.4333,75.43,96,100,0.54,overcast clouds
264,Majene,ID,-3.5403,118.9707,79.45,81,100,5.37,overcast clouds
265,Rudbar,AF,30.15,62.6,50.2,31,0,4.59,clear sky
266,Namatanai,PG,-3.6667,152.4333,80.22,80,99,4.41,overcast clouds
267,East London,ZA,-33.0153,27.9116,72.54,94,40,6.91,scattered clouds
268,Aguimes,ES,27.9054,-15.4461,66.67,49,40,17.27,scattered clouds
269,Taree,AU,-31.9,152.4667,68.11,92,61,1.43,broken clouds
270,Ambositra,MG,-20.5167,47.25,60.04,99,100,2.39,light rain
271,Bassar,TG,9.25,0.7833,91.71,11,6,5.26,clear sky
272,Qasigiannguit,GL,68.8193,-51.1922,17.85,89,99,9.44,overcast clouds
273,Kropotkin,RU,45.4375,40.5756,28.94,95,79,7.0,broken clouds
274,Chokurdakh,RU,70.6333,147.9167,-28.91,100,100,6.55,overcast clouds
275,Lulea,SE,65.5842,22.1547,26.67,63,0,8.05,clear sky
276,Clyde River,CA,70.4692,-68.5914,-5.57,77,100,17.27,light snow
277,Vanimo,PG,-2.6741,141.3028,77.36,88,61,1.83,broken clouds
278,Kushima,JP,31.4583,131.2333,42.12,89,4,5.82,clear sky
279,Camopi,GF,3.1655,-52.3158,83.08,71,98,5.97,overcast clouds
280,Pogar,RU,52.554,33.2591,7.86,97,93,6.67,light snow
281,Yuli,NG,9.6989,10.2744,84.27,13,18,6.02,few clouds
282,Celestun,MX,20.8667,-90.4,79.02,71,83,8.03,broken clouds
283,Harper,LR,4.375,-7.7169,82.65,68,2,9.28,clear sky
284,Maniitsoq,GL,65.4167,-52.9,14.43,76,100,15.05,overcast clouds
285,Tucuman,AR,-26.8241,-65.2226,88.92,56,74,4.63,light rain
286,Mezen,RU,65.8522,44.24,18.05,90,98,7.76,overcast clouds
287,Ballina,AU,-28.8667,153.5667,69.98,77,99,2.28,light rain
288,Koberice,CZ,49.9855,18.0521,37.15,96,100,2.53,overcast clouds
289,Dondo,MZ,-19.6094,34.7431,75.83,93,100,10.18,light rain
290,Sekoma,BW,-24.4,23.8833,83.57,29,87,4.34,overcast clouds
291,Richards Bay,ZA,-28.783,32.0377,76.69,86,5,5.1,clear sky
292,Gueret,FR,46.1667,1.8667,47.03,82,0,1.79,clear sky
293,Ponta Delgada,PT,37.7333,-25.6667,63.5,72,75,10.36,broken clouds
294,Ulaangom,MN,49.9811,92.0667,-17.16,89,95,4.32,overcast clouds
295,Torbay,CA,47.6666,-52.7314,34.57,91,92,5.01,light rain
296,Ankazoabo,MG,-22.2833,44.5167,77.52,65,77,5.17,light rain
297,Suez,EG,29.9737,32.5263,54.37,37,1,6.49,clear sky
298,Totness,SR,5.8833,-56.3167,81.97,69,37,11.77,scattered clouds
299,Maldegem,BE,51.2015,3.4472,38.95,90,0,1.36,clear sky
300,Cherskiy,RU,68.75,161.3,-41.84,100,98,5.48,overcast clouds
301,Havelock,US,34.8791,-76.9013,53.56,87,100,3.49,overcast clouds
302,Batemans Bay,AU,-35.7167,150.1833,65.91,94,10,2.91,clear sky
303,Alekseyevsk,RU,57.8406,108.3492,-1.16,99,99,3.11,overcast clouds
304,Banepa,NP,27.6298,85.5214,46.72,87,75,3.44,broken clouds
305,Waitati,NZ,-45.75,170.5667,56.8,86,18,2.98,few clouds
306,Fort Nelson,CA,58.8053,-122.7002,27.45,93,100,2.68,overcast clouds
307,Yatou,CN,37.15,122.3833,33.3,78,73,9.13,broken clouds
308,Tuatapere,NZ,-46.1333,167.6833,53.82,90,13,2.95,few clouds
309,Hasanabad,IR,36.5465,61.0543,44.83,35,12,2.77,few clouds
310,Banamba,ML,13.55,-7.45,87.03,7,51,13.06,broken clouds
311,Meadow Lake,US,34.8014,-106.5436,49.96,29,88,7.34,overcast clouds
312,Markova,UA,48.6758,24.4138,29.79,93,100,5.32,overcast clouds
313,Kiunga,PG,-6.1219,141.2906,73.89,100,100,1.54,overcast clouds
314,Dawlatabad,AF,36.4141,64.9053,41.94,49,0,4.16,clear sky
315,Morayfield,AU,-27.1167,152.95,75.07,95,99,0.92,overcast clouds
316,Yulara,AU,-25.2406,130.9889,84.04,42,50,5.75,scattered clouds
317,Oneonta,US,42.4529,-75.0638,29.8,60,62,3.0,broken clouds
318,Tanout,NE,14.9709,8.8879,69.55,12,0,14.41,clear sky
319,Vardo,NO,70.3705,31.1107,28.6,86,40,29.93,scattered clouds
320,Lisakovsk,KZ,52.5369,62.4936,0.64,89,41,6.82,scattered clouds
321,Bilibino,RU,68.0546,166.4372,-40.52,95,98,2.93,overcast clouds
322,Corpus Christi,US,27.8006,-97.3964,52.03,90,100,12.66,overcast clouds
323,Nefteyugansk,RU,61.0998,72.6035,0.14,100,99,4.65,overcast clouds
324,Svetlogorsk,BY,52.6333,29.7333,23.09,97,100,6.29,overcast clouds
325,Bandarbeyla,SO,9.4942,50.8122,74.86,62,0,19.71,clear sky
326,Matara,LK,5.9485,80.5353,73.76,81,76,6.29,broken clouds
327,Curuguaty,PY,-24.4694,-55.6945,107.26,22,13,4.45,few clouds
328,Xudat,AZ,41.631,48.681,39.29,88,100,7.99,overcast clouds
329,Severo-Kurilsk,RU,50.6789,156.125,19.98,59,49,6.6,scattered clouds
330,Saiki,JP,32.95,131.9,44.19,79,0,9.04,clear sky
331,Spantov,RO,44.1167,26.7833,32.7,50,56,6.2,broken clouds
332,Hamilton,US,39.1834,-84.5333,29.75,69,75,4.0,broken clouds
333,Pevek,RU,69.7008,170.3133,-22.43,98,100,2.51,overcast clouds
334,Biak,ID,-0.9131,122.8766,77.2,83,93,3.47,overcast clouds
335,Salalah,OM,17.0151,54.0924,73.49,53,0,3.44,clear sky
336,Thinadhoo,MV,0.5333,72.9333,81.54,65,86,13.67,overcast clouds
337,Bara,NG,10.3744,10.7288,81.03,15,15,8.1,few clouds
338,Chicama,PE,-7.8447,-79.1469,70.34,61,98,10.31,overcast clouds
339,Iroquois Falls,CA,48.7669,-80.6831,-12.19,88,70,6.38,broken clouds
340,The Valley,AI,18.217,-63.0578,82.81,63,9,14.27,clear sky
341,Mao,ES,39.8885,4.2658,50.56,76,20,6.91,few clouds
342,Port Keats,AU,-14.25,129.55,80.69,84,100,9.75,light rain
343,Kirensk,RU,57.7853,108.1119,-1.55,99,99,3.0,overcast clouds
344,Lincoln,US,40.8,-96.667,17.91,59,100,4.0,overcast clouds
345,College,US,64.8569,-147.8028,24.78,74,100,14.97,light snow
346,Xai-Xai,MZ,-25.0519,33.6442,77.59,86,58,11.45,broken clouds
347,Jonesboro,US,35.8423,-90.7043,33.67,50,0,15.99,clear sky
